text,label,language
"Sách khá dày, lời văn dí dỏm cơ mà có tài liệu tham khảo với lời cảm ơn các kiểu làm mình tưởng đang đọc luận văn :)))))",positive,vi
哈哈哈哈哈哈哈，停不下来了[doge],positive,zh
"When put in charge of finding the hotel for a family gathering in celebration of a ""milestone"" birthday for one of my siblings I gulped and wondered how will I satisfy everyone's tastes? We all would be coming from all over the country. Choosing The Millennium Knickerbocker was the perfect fit and everyone told me I really ""hit this one out of the park""! The location is ideal; you are IN the city but not annoyed with the usual city noise. It is just around the corner from The Magnificent Mile with its shops, sights and restaurants. The Millennium is an older hotel but is in beautiful shape. The rooms were elegant and yet ""comfy"". The lobby's open-space bar area was ideal for our sit and gab fests and in the evening some musical entertainment for those who could keep their eyes open after a busy day in the city. Staff were helpful and yet not obtrusive. All 'n all, this was an ideal place to stay for a fun-filled celebration with family! Will stay here again when next in Chicago!",positive,en
"不是很满意
发过来的书保护膜有破损，书的情况图中可以看到，第一次在亚马逊上买东西，不是很满意",neutral,zh
It wasn`t loading.,neutral,en
"I wish I could laugh again as much as when I saw this show for the first time. I have not done so ever since.The strange thing is, I find myself laughing almost as hard after watching the show again, and again. Eddie Izzard is cultivated, is poignant, is a man of the world. He is deft talking about politics and yet feels no need to ""engage"" in political discussion. He is above that. I would contrast him to George Carlin, who uses his comedy to try and convince people about his ideas, and does not seem to enjoy the fact that he is trying to entertain.Funniest guy on Earth",positive,en
Giao hang thiếu.,negative,vi
Multi-continental tapas with modest friendly service? Sure!,neutral,en
كتاب جيد . كنت أنتظر المزيد من المعلومات التى لم أكن أعرفها و لكن لا بأس بتأكيد ما كان لدى من معلومات . على الرغم من أننى كنت أتمنى أن أرى تعمقا أكثر فى الجانب العقلانى إلا أن الكتاب أرضانى بشكل جيد .,negative,ar
Virginia eyaletinin Arlington kentinde yaşamaktadır.,neutral,en
"Overall, I would heartily recommend this as a base from which to explore the city.
Stayed here for a few days. Though not very large, the room was comfortable. Lighting a little dim. Cool rotating shower head.
Short walk to the subway, good restaurants, and Central Park.
Staff were cheerful and friendly without being pushy and condescending as can happen in NYC.
Good and free wifi.
The only thing I don't understand in a hotel of this caliber is a heating/cooling system that works without a thermostat. You have to keep waking up at night to turn the heating off and on as it simply blows air steadily like a fan.
Try the Italian restaurant next door (Bettola) for good pizza and a wonderful chocolate cake.",positive,en
i did want to say that if anyone wants to share anything privately or openly then please feel free,positive,en
Размер подошел и это главное. очень приятная к телу.,positive,ru
"Que no han tenido en cuenta el color
Me ha gustado pero yo lo pedi en color verde.. i me ha llegado rojo",negative,es
我要给我的电子书充值，怎么也没找到在线充值，非要买这个东西不可，实在脑残！,negative,zh
"Kein muss außer für absolute Anfänger gute Grundlage
Das Buch gibt einen kurzen Einblick Aber weit nicht ausreichend für intensives wissen aufzunehmen Leicht verständlich Und 90 Prozent davon steht in den anderen Bücher von den Genre auch drin ! Für zwischen durch zu Empfehlen",neutral,de
"The floorplans of the room are good. I enjoy having a full kitchen so I can stock healthy food and snacks in my fridge. I was in this hotel for only 2 nights for a business trip so I didn't have to use the kitchen on the trip but that amenity would be great for a longer trip to the area.
The walls in this hotel are extremely thin. I could hear the entire conversations of the guests in rooms on either side of my room. Unfortunately, on my 2nd night, there was one group who had both rooms on either side of me and they decided to hold a raging party until 2am. Three calls to the front desk to complain produced no results, the party went on...and on...and on.
There are no vending or ice machines in the buildings. So if you want water, snacks, ice, you have to go back to the lobby building (a separate building with the lobby, breakfast room, exercise room). Due to major t-storms and a tornado warning the 2nd night I was there, I had to forego my usual bottle of water at bedtime because I had forgotten to pick one up while I was out, and couldn't get to the lobby building safely. This is a pretty poor design, if you ask me. A simple vending machine is expected when you stay in a hotel (at least in my opinion).
The a/c unit in my room smelled of burning electric wires every time it clicked on. A call to the front desk assured me this was normal. Normal? Really?
The breakfast is your typical ""free hotel breakfast"". They do offer rubbery eggs and greasy sausage links but the two containers were out of food both mornings when I went down for b'fast. They were making more to refill them, but they never were refilled while I was there for about 30 minutes. You have a selection of 5 different sugary cereals, oatmeal packets, pre-wrapped sugary danish type things. The ""fresh fruit"" they brag of is a bowl of overripe bananas and nothing more. Their OJ and Apple juice is that from concentrate stuff that comes out of the machine. Barely any actual fruit in either, I couldn't even finish a small 6oz OJ it was so sugary and just plain bad. The coffee was decent, but I didn't go for my typical 2nd cup, and opted to swing by a real coffee shop on my way to my meeting.
The exercise room is small but functional for a quick workout. You have 2 treadmills, 1 stairmaster, and some free weights. They offer a cabinet of towels and free water (that was the best deal of all if you ask me). The a/c did seem to be faulty or just turned really high, the room was warm to begin with so I think I got an extra oomph to my 30 minutes on the treadmill since I was sweating far more than I normally would!
Overall, it was fine for a quick business trip but if I was going to have to stay a full week, I would have found another hotel by the 3rd night to finish out my trip.
PS: Oh, and I forgot to mention the huge ants crawling up the wall by my bed the night of the storm. I was on the 2nd floor and still had a bug problem. Gross.",negative,en
